  lstm_init = (Variable(lstm_init[0], volatile=x.volatile), Variable(lstm_init[1], volatile=x.volatile))
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 104: TrL=0.0710, TrA=0.9794, VL=9.5785, VA=0.1411, TeL=9.1957, TeA=0.1331, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 105: TrL=0.0435, TrA=0.9884, VL=9.5980, VA=0.1416, TeL=9.3397, TeA=0.1401, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 106: TrL=0.1172, TrA=0.9689, VL=9.7825, VA=0.1245, TeL=9.4898, TeA=0.1310, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 107: TrL=0.2195, TrA=0.9350, VL=9.6837, VA=0.1205, TeL=9.5688, TeA=0.1184, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 108: TrL=0.1533, TrA=0.9537, VL=9.7712, VA=0.1351, TeL=9.4897, TeA=0.1134, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 109: TrL=0.0814, TrA=0.9755, VL=9.5611, VA=0.1346, TeL=9.4327, TeA=0.1245, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 110: TrL=0.0414, TrA=0.9898, VL=9.6531, VA=0.1401, TeL=9.3290, TeA=0.1290, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 111: TrL=0.0350, TrA=0.9902, VL=9.8299, VA=0.1305, TeL=9.5445, TeA=0.1285, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 112: TrL=0.0751, TrA=0.9782, VL=9.8765, VA=0.1331, TeL=9.6318, TeA=0.1275, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 113: TrL=0.2413, TrA=0.9283, VL=9.8271, VA=0.1280, TeL=9.5540, TeA=0.1411, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 114: TrL=0.2137, TrA=0.9330, VL=9.6865, VA=0.1260, TeL=9.4983, TeA=0.1290, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 115: TrL=0.0908, TrA=0.9720, VL=9.5820, VA=0.1356, TeL=9.5367, TeA=0.1230, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 116: TrL=0.0735, TrA=0.9794, VL=9.7648, VA=0.1351, TeL=9.5840, TeA=0.1230, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 117: TrL=0.1071, TrA=0.9696, VL=10.0723, VA=0.1205, TeL=9.9148, TeA=0.1245, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 118: TrL=0.1396, TrA=0.9595, VL=10.1240, VA=0.1280, TeL=9.8890, TeA=0.1250, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 119: TrL=0.1043, TrA=0.9668, VL=9.7063, VA=0.1270, TeL=9.5406, TeA=0.1326, TeA at max VA = 0.1537 at epoch 25
